Country,location_name,latitude,longitude,last_updated,temperature_celsius,precip_mm,humidity,air_quality_PM2.5,air_quality_PM10
Mauritania,Nouakchott,18.09,-15.98,2023/8/30 3:00,27.8,3.7,78,14.9,40.7
Mauritius,Port Louis,-20.16,57.5,2023/8/30 7:00,22,0,78,5.8,10.5
Mexico,Mexico City,19.43,-99.13,2023/8/29 21:00,21,0,49,6.6,10.4
Micronesia,Palikir,6.92,158.15,2023/8/30 14:00,28,0.1,89,0.5,0.8
Russia,Chi-Chi-Erh,51.7,94.45,2023/8/30 10:00,21.6,0,63,1.7,1.9
Monaco,Monaco,43.73,7.42,2023/8/30 5:00,20,0.2,68,2.6,3.2
Mongolia,Ulaanbaatar,47.92,106.92,2023/8/30 11:00,18,0,60,5.5,7.6
Montenegro,Podgorica,42.44,19.26,2023/8/30 5:00,18,2.4,94,3,3.9
Morocco,Rabat,34.03,-6.84,2023/8/30 4:00,21,0,100,10,46.7
Mozambique,Maputo,-25.97,32.59,2023/8/30 5:00,17,0.1,88,26.5,49.8
Myanmar,Pathein,16.78,94.73,2023/8/30 9:30,29.2,0.3,73,21.3,24.3
Namibia,Windhoek,-22.57,17.08,2023/8/30 5:00,16,0,48,15.5,21.1
Turkey,Yaren,39.55,27.62,2023/8/30 6:00,18,0,83,25,28.6
Nepal,Kathmandu,27.72,85.32,2023/8/30 8:30,23,0.1,83,77.4,103.6
Netherlands,Amsterdam,52.37,4.89,2023/8/30 5:00,15,0,82,6.1,7.9
New Zealand,Wellington,-41.3,174.78,2023/8/30 15:00,13,0.1,72,1.2,2
Nicaragua,Managua,12.15,-86.27,2023/8/29 20:45,27,0,100,13.2,16.4
Niger,Niamey,13.52,2.12,2023/8/30 4:00,29,0,75,4.8,6
Nigeria,Abuja,9.18,7.18,2023/8/30 4:00,23,1.8,94,13.5,14.1
North Korea,Pyongyang,39.02,125.75,2023/8/30 12:00,24.9,0.1,69,9.4,12.3
Macedonia,Skopje,42,21.43,2023/8/30 4:45,16,0,88,22.2,23.7
Norway,Oslo,59.92,10.75,2023/8/30 4:45,13,0,94,2.4,3.6
Oman,Muscat,23.61,58.59,2023/8/30 7:00,30,0,89,44.3,142.6
Pakistan,Islamabad,33.7,73.17,2023/8/30 7:45,25.7,0,63,46.3,53.2
Palau,Adkip,7.36,134.51,2023/8/30 12:00,31,0,71,0.8,2.1
Bolivia,National,-11.18,-67.08,2023/8/29 23:00,29,0,45,19.1,19.3
Panama,Panama City,8.97,-79.53,2023/8/29 22:00,29,0,84,8.6,11.4
Papua New Guinea,Port Moresby,-9.46,147.19,2023/8/30 13:00,30,0,55,3,11.5
Paraguay,Carreria,-21.55,-58.12,2023/8/29 23:00,22.8,0,58,12,12.3
Peru,Lima,-12.05,-77.05,2023/8/29 22:00,17.2,0,81,12.6,25.8
Philippines,Manila,14.6,120.98,2023/8/30 11:00,31,28.7,75,2.2,5.9
Poland,Warsaw,52.25,21,2023/8/30 5:00,18,0,94,19.1,20
Portugal,Lisbon,38.72,-9.13,2023/8/30 4:00,19,0,78,3.6,8.3
Qatar,Doha,25.29,51.53,2023/8/30 6:00,34,0,75,35.7,67.3
Romania,Bucharest,44.43,26.1,2023/8/30 6:00,22,0,65,12.4,13.4
Russia,Moscow,55.75,37.62,2023/8/30 5:45,14,0,88,16.4,20.3
Rwanda,Kigali,-1.95,30.06,2023/8/30 5:00,18,0,60,31.5,46.4
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2023/8/29 23:00,29,0,84,3.2,8.3
Saint Lucia,Castries,14,-61,2023/8/29 23:00,28,1,84,2.7,5.7
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2023/8/29 23:00,28.9,2,75,2.5,5.9
Samoa,Apia,-13.83,-171.73,2023/8/30 16:00,30,0.1,75,3,13
San Marino,San Marino,43.93,12.45,2023/8/30 5:00,18,0.1,73,2.6,2.9
Belgium,'S-Gravenwezel,51.27,4.55,2023/8/30 4:45,13,0,82,9.8,12.8
Saudi Arabia,Riyadh,24.64,46.77,2023/8/30 5:45,30,0,33,71.6,375
Senegal,Dakar,14.67,-17.44,2023/8/30 3:00,27.8,0.2,80,4.3,5
Serbia,Belgrade,44.8,20.47,2023/8/30 5:00,18,0,88,19.2,20.8
Seychelles Islands,Victoria,-4.62,55.45,2023/8/30 7:00,26,0.2,79,6.2,10
Sierra Leone,Freetown,8.49,-13.23,2023/8/30 3:00,23.4,19.6,96,1.2,1.8
Singapore,Singapore,1.29,103.86,2023/8/30 10:45,29,0.9,79,10.5,12.6
Slovakia,Bratislava,48.15,17.12,2023/8/30 5:00,15,0,88,2.6,3
Slovenia,Ljubljana,46.06,14.51,2023/8/30 5:00,14,0,94,2.3,2.6
Solomon Islands,Honiara,-9.43,159.95,2023/8/30 14:00,27.7,1.5,77,1,1.2
Somalia,Mogadishu,2.07,45.37,2023/8/30 6:00,24.1,0.4,84,10.4,18
South Africa,Pretoria,-25.75,28.19,2023/8/30 4:45,9,0,76,9.4,16.8
South Korea,Seoul,37.57,127,2023/8/30 12:00,25,0.2,79,65.2,70.5
Sudan,Juba,12.15,24.45,2023/8/30 5:00,24,0.2,76,8.9,22.2
Spain,Madrid,40.4,-3.68,2023/8/30 5:00,18,0,45,1.4,2.4
Sri Lanka,Colombo,6.93,79.85,2023/8/30 8:30,26,4.1,94,2.4,4.8
Sudan,Khartoum,15.59,32.53,2023/8/30 5:00,26.2,0,70,10.7,31.6
Suriname,Paramaribo,5.83,-55.17,2023/8/30 0:00,27,0,89,2,7.3
Sweden,Stockholm,59.33,18.05,2023/8/30 5:00,14,0.4,94,5.7,7.2
Switzerland,Bern,46.92,7.47,2023/8/30 4:45,10,0,100,5.9,6.4
Syria,Damascus,33.5,36.3,2023/8/30 6:00,20,0,88,16.6,28.4
Tajikistan,Dushanbe,38.56,68.77,2023/8/30 7:45,20,0,56,1.6,2.7
Tanzania,Dodoma,-6.18,35.75,2023/8/30 6:00,18,0,68,3.3,4.4
Thailand,Bangkok,13.75,100.52,2023/8/30 10:00,31,0,71,16,34.3
Indonesia,Murong Timor,-7.56,112.27,2023/8/30 10:00,30.1,0,49,22.7,36.7
Bulgaria,Lom,43.81,23.24,2023/8/30 6:00,17.8,0.3,92,5.7,6
Tonga,Nuku`Aloia,-21.13,-175.2,2023/8/30 16:00,26,0.1,65,2,10.6
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2023/8/29 23:00,25,0,94,0.7,1.1
Tunisia,Tunis,36.8,10.18,2023/8/30 4:00,22,0,78,5.2,14.4
Turkey,Ankara,39.93,32.86,2023/8/30 6:00,18,0,56,13,14.9
Turkmenistan,Ashgabat,37.95,58.38,2023/8/30 8:00,24,0,57,9,25.4
Tuvalu,Funafuti,-8.52,179.22,2023/8/30 15:00,28.7,0.1,77,1.7,7.3
Uganda,Kampala,0.32,32.57,2023/8/30 6:00,21,0,83,33.7,48.5
Ukraine,Lviv,49.83,24,2023/8/30 5:45,17.3,0.9,95,4.1,4.9
United Arab Emirates,Abu Dhabi,24.47,54.37,2023/8/30 7:00,32,0,46,32.9,81.7
United Kingdom,London,51.52,-0.11,2023/8/30 4:00,11,0,94,3.4,6.1
United States of America,Washington Park,46.6,-120.49,2023/8/29 20:00,22.2,0,40,0.6,0.7
Uruguay,Montevideo,-34.86,-56.17,2023/8/30 0:00,9,0,100,3.3,6.1
Uzbekistan,Tashkent,41.32,69.25,2023/8/30 8:00,22,0,41,6.3,11.4
Vanuatu,Port Vila,-17.73,168.32,2023/8/30 14:00,24,3,89,2.7,6.7
Venezuela,Caracas,10.5,-66.92,2023/8/29 23:00,31,0,79,8.5,11.1
Vietnam,Hanoi,21.03,105.85,2023/8/30 10:00,31,0,55,35,48.8
Yemen,Sanaa,15.35,44.21,2023/8/30 6:00,18.8,0,40,26.9,65.8
Zambia,Lusaka,-15.42,28.28,2023/8/30 5:00,12.5,0,67,7.3,12.7
Zimbabwe,Harare,-17.82,31.04,2023/8/30 5:00,8.1,0,80,6.6,8.6
Afghanistan,Kabul,34.52,69.18,2023/8/31 4:15,18.1,0,40,7.7,12.8
Albania,Tirana,41.33,19.82,2023/8/31 1:45,20,4.5,100,4.2,7.8
Algeria,Algiers,36.76,3.05,2023/8/31 0:45,23,0,78,1.9,4.5
Andorra,Andorra La Vella,42.5,1.52,2023/8/31 1:45,5.1,0,95,1,1.3
Angola,Luanda,-8.84,13.23,2023/8/31 0:45,22,0.1,88,8.9,20.8
Antigua and Barbuda,Saint John's,17.12,-61.85,2023/8/30 19:45,29,0.1,79,4.5,8.1
Argentina,Buenos Aires,-34.59,-58.67,2023/8/30 20:45,16,0,51,10.8,13
Armenia,Yerevan,40.18,44.51,2023/8/31 3:45,21,0,46,1.6,1.8
Australia,Canberra,-35.28,149.22,2023/8/31 9:45,8,0,100,1.1,1.7
Austria,Vienna,48.2,16.37,2023/8/31 1:45,17,0,63,2.4,3.5
Azerbaijan,Baku,40.4,49.88,2023/8/31 3:45,22.5,0,57,1.9,5.8
Bahamas,Nassau,25.08,-77.35,2023/8/30 19:45,31,0,75,2.5,5.2
Bahrain,Manama,26.24,50.58,2023/8/31 2:45,34,0,71,40.8,75
Bangladesh,Dhaka,23.72,90.41,2023/8/31 5:45,29.6,0,70,82.6,88.2
Barbados,Bridgetown,13.1,-59.62,2023/8/30 19:45,28,0,89,5.8,16.4
Belarus,Minsk,53.9,27.57,2023/8/31 2:45,18,2.4,100,7,7.2
Belgium,Brussels,50.83,4.33,2023/8/31 1:45,11,0,94,5.9,10
Belize,Belmopan,17.25,-88.77,2023/8/30 17:45,29,0.1,89,1.6,1.7
Benin,Porto-Novo,6.48,2.62,2023/8/31 0:45,26,2.2,89,10.9,19.1
Bhutan,Thimphu,27.48,89.6,2023/8/31 5:45,10.9,0,97,10,10.3
Bolivia,Sucre,-19.04,-65.26,2023/8/30 19:45,19.5,0,34,4.7,5.9
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2023/8/31 1:45,13,0,100,1.4,2.3
Botswana,Gaborone,-24.65,25.91,2023/8/31 1:45,10,0,58,26.5,28.4
Brazil,Bras,-2.08,-58.17,2023/8/30 19:45,32.3,0,30,2,2.7
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2023/8/31 7:45,26,0,94,1.9,2.2
Bulgaria,Sofia,42.68,23.32,2023/8/31 2:45,16,0,77,6.5,9.5
Burkina Faso,Ouagadougou,12.37,-1.52,2023/8/30 23:45,24.1,1.1,86,43.6,70.5
Burundi,Bujumbura,-3.38,29.36,2023/8/31 1:45,22.6,0,55,43.5,86.9
Madagascar,Ivory,-24.37,46.45,2023/8/31 2:45,15.8,0,72,1.1,2.2
Cape Verde,Praia,14.93,-23.51,2023/8/30 22:45,27,0,89,9.8,12.4
Cambodia,Phnom Penh,11.55,104.92,2023/8/31 6:45,28,0,84,2.8,7.7
Cameroon,Bafoussam,5.47,10.42,2023/8/31 0:45,17.1,2.8,97,4.5,7.3
Canada,Ottawa,45.42,-75.7,2023/8/30 19:45,16,0,77,0.5,0.5
Central African Republic,Bangui,4.37,18.58,2023/8/31 0:45,25,0.3,89,7.6,8.1
Chad,N'djamena,12.11,15.05,2023/8/31 0:45,27,0.1,89,20.4,30.7
Chile,Santiago,-33.45,-70.67,2023/8/30 19:45,14,0,63,180.3,232.6
China,Beijing,39.93,116.39,2023/8/31 7:45,21,0.2,94,142.2,171.5
Bulgaria,Bogot,43.32,24.7,2023/8/31 2:45,20.2,0,69,9.8,11
Comoros,Moroni,-11.7,43.24,2023/8/31 2:45,20.8,0,71,2.5,7.9
Congo,Brazzaville,-4.26,15.28,2023/8/31 0:45,27.1,0,48,17.6,27.1
Costa Rica,San Juan,9.97,-84.08,2023/8/30 17:45,25,0.3,83,20.7,21.7
Croatia,Zagreb,45.8,16,2023/8/31 1:45,17,0,88,4.1,5.2
Cuba,Havana,23.13,-82.36,2023/8/30 19:45,31,0,71,5.4,8.5
Cyprus,Nicosia,35.17,33.37,2023/8/31 2:45,25,0,83,26.9,39.5
Czech Republic,Prague,50.08,14.47,2023/8/31 1:45,14,0,88,6.1,8
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2023/8/31 0:45,26.6,0,50,17.6,27.1
Denmark,Copenhagen,55.67,12.58,2023/8/31 1:45,14,0,88,5.2,5.6
Djibouti,Djibouti,11.6,43.15,2023/8/31 2:45,32.5,0,55,13.8,35.1
Dominica,Roseau,15.3,-61.4,2023/8/30 19:45,26,0.1,100,4.3,5.9
Dominican Republic,Santo Domingo,18.47,-69.9,2023/8/30 19:45,29,0,84,10.4,14.7
Ecuador,Quito,-0.22,-78.5,2023/8/30 18:45,17.5,0.1,55,31.7,34.5
Egypt,Cairo,30.05,31.25,2023/8/31 2:45,28,0,62,36.5,48.8
El Salvador,San Salvador,13.71,-89.2,2023/8/30 17:45,30,0.7,79,18.7,22.1
Equatorial Guinea,Malabo,3.75,8.78,2023/8/31 0:45,24.6,0,87,1,1.5
Eritrea,Asmara,15.33,38.93,2023/8/31 2:45,17.8,0.1,65,32.5,111.8
Estonia,Tallinn,59.43,24.73,2023/8/31 2:45,18,0,100,7.9,8
Swaziland,Mbabane,-26.32,31.13,2023/8/31 1:45,10.5,0,77,23.6,26.2
Ethiopia,Addis Ababa,9.03,38.7,2023/8/31 2:45,13,0.1,100,161,318.1
Fiji Islands,Suva,-18.13,178.42,2023/8/31 11:45,26,0.1,79,4.1,6.4
Finland,Helsinki,60.18,24.93,2023/8/31 2:45,18,0,100,6.9,7.9
France,Paris,48.87,2.33,2023/8/31 1:45,14,0,72,7,10.4
Gabon,Libreville,0.38,9.45,2023/8/31 0:45,25,0.2,89,7.1,12.1
Gambia,Banjul,13.45,-16.58,2023/8/30 23:45,25,1,100,1.2,1.9
Georgia,Tbilisi,41.73,44.79,2023/8/31 3:45,19,0,83,2.9,3.7
Germany,Berlin,52.52,13.4,2023/8/31 1:45,14,0.3,88,7,8.6
Ghana,Accra,5.55,-0.22,2023/8/30 23:45,26,0.5,89,10.2,18.4
Greece,Athens,37.98,23.72,2023/8/31 2:45,26,0,42,8.3,12
Grenada,Saint George's,12.05,-61.75,2023/8/30 19:45,29,0.1,84,2.5,6.3
Guatemala,Guatemala City,14.62,-90.53,2023/8/30 17:45,25,1,61,133.9,141.4
Guinea,Conakry,9.51,-13.71,2023/8/30 23:45,27,0,89,1.5,4.7
Guinea-Bissau,Bissau,11.85,-15.58,2023/8/30 23:45,25,0.2,94,2.4,3.6
Guyana,Georgetown,6.8,-58.17,2023/8/30 19:45,28,0,84,1.4,5.8
Haiti,Port-Au-Prince,18.54,-72.34,2023/8/30 19:45,27.7,0,63,4.6,9.5
Vatican City,Vatican City,41.9,12.45,2023/8/31 1:45,20,0.1,73,14.1,19
Honduras,Tegucigalpa,14.1,-87.22,2023/8/30 17:45,29,1.5,55,15.8,21.2
Hungary,Budapest,47.5,19.08,2023/8/31 1:45,15,0.8,94,23.7,25.8
Iceland,Hella,63.83,-20.4,2023/8/30 23:45,10.2,0,88,0.5,1.2
India,New Delhi,28.6,77.2,2023/8/31 5:15,29,0,70,47.4,97.9
Indonesia,Jakarta,-6.21,106.85,2023/8/31 6:45,24,0,94,347,468.1
Iran,Tehran,35.73,51.33,2023/8/31 3:15,23,0,47,10,25.4
Iraq,Baghdad,33.34,44.39,2023/8/31 2:45,31,0,29,17.7,52.4
Ireland,Dublin,53.33,-6.25,2023/8/31 0:45,13,0,82,2.2,4.6
Israel,Jerusalem,31.78,35.23,2023/8/31 2:45,25,0,83,19.4,30.2
Italy,Rome,41.9,12.48,2023/8/31 1:45,20,0,73,14.1,19
Jamaica,Norman Gardens,17.97,-76.75,2023/8/30 18:45,32,0,67,4,11.9
Japan,Tokyo,35.69,139.69,2023/8/31 8:45,30,0,66,13.3,24.2
Jordan,Amman,31.95,35.93,2023/8/31 2:45,24,0,36,15.4,26.5
Kazakhstan,Astana,51.18,71.43,2023/8/31 5:45,8,0,76,1,3.4
Kenya,Nairobi,-1.28,36.82,2023/8/31 2:45,17,0,77,6.5,14.9
Kiribati,Tarawa,-0.88,169.53,2023/8/31 11:45,29.1,0.2,73,1.3,2.9
Kuwait,Kuwait City,29.37,47.96,2023/8/31 2:45,34.7,0,35,26.2,79.7
Kyrghyzstan,Bishkek,42.87,74.6,2023/8/31 5:45,15.5,0,72,4.4,8.2
Indonesia,Laos,-8.18,114.32,2023/8/31 6:45,20.6,0,93,19.8,33.4
Latvia,Riga,56.95,24.1,2023/8/31 2:45,19,0,94,5.1,5.2
Lebanon,Beirut,33.87,35.51,2023/8/31 2:45,27,0,79,20.6,30.3
Lesotho,Maseru,-29.32,27.48,2023/8/31 1:45,10.6,0,33,55.2,64
Liberia,Monrovia,6.31,-10.8,2023/8/30 23:45,26,0.3,89,2.2,3.3
Thailand,Nan,18.78,100.78,2023/8/31 6:45,25,0.2,100,3,3.1
Liechtenstein,Vaduz,47.13,9.52,2023/8/31 1:45,16,0.5,68,2.8,3.5
Lithuania,Vilnius,54.68,25.32,2023/8/31 2:45,19,0,94,8.4,8.6
Luxembourg,Luxembourg,49.61,6.13,2023/8/31 1:45,10,0,94,4.3,4.8
Madagascar,Antananarivo,-18.92,47.52,2023/8/31 2:45,13,0,77,2.6,5.2
Malawi,Lilongwe,-13.98,33.78,2023/8/31 1:45,13,0,72,7.7,11.5
Malaysia,Kuala Lumpur,3.17,101.7,2023/8/31 7:45,26,0.4,89,88.8,102.6
Maldives,Farukolhufunadhoo,6.15,73.27,2023/8/31 4:45,26,2,85,1.1,2.2
Mali,Bamako,12.65,-8,2023/8/30 23:45,26,0,89,11.7,21.7
Malta,Valletta,35.9,14.51,2023/8/31 1:45,24,0,83,5.6,14.2
Marshall Islands,Majuro,7.1,171.38,2023/8/31 11:45,31,0.3,71,0.7,1.4
Mauritania,Nouakchott,18.09,-15.98,2023/8/30 23:45,26.3,0.2,84,2,3.8
Mauritius,Port Louis,-20.16,57.5,2023/8/31 3:45,21,0,69,3.2,5.4
Mexico,Mexico City,19.43,-99.13,2023/8/30 17:45,24,0,39,19.6,20.9
Micronesia,Palikir,6.92,158.15,2023/8/31 10:45,29,0.4,79,0.5,0.9
Russia,Chi-Chi-Erh,51.7,94.45,2023/8/31 6:45,19.7,0,59,3.9,7.5
Monaco,Monaco,43.73,7.42,2023/8/31 1:45,20,0,73,7.5,9
Mongolia,Ulaanbaatar,47.92,106.92,2023/8/31 7:45,10,0,82,4.7,8.3
Montenegro,Podgorica,42.44,19.26,2023/8/31 1:45,19,3.1,94,5.2,6
Morocco,Rabat,34.03,-6.84,2023/8/31 0:45,18,0,94,9,22.7
Mozambique,Maputo,-25.97,32.59,2023/8/31 1:45,17,0,88,3.7,19.2
Myanmar,Pathein,16.78,94.73,2023/8/31 6:15,25.5,0,93,12.9,14.4
Namibia,Windhoek,-22.57,17.08,2023/8/31 1:45,16,0,42,26.3,36.6
Turkey,Yaren,39.55,27.62,2023/8/31 2:45,23,0,61,35.7,43.6
Nepal,Kathmandu,27.72,85.32,2023/8/31 5:30,22,0.5,94,79.2,87.9
Netherlands,Amsterdam,52.37,4.89,2023/8/31 1:45,13,0.4,88,3.3,4.7
New Zealand,Wellington,-41.3,174.78,2023/8/31 11:45,14,0,72,0.5,1.1
Nicaragua,Managua,12.15,-86.27,2023/8/30 17:45,34,0,56,11.6,15.2
Niger,Niamey,13.52,2.12,2023/8/31 0:45,24,0,83,6.9,11.3
Nigeria,Abuja,9.18,7.18,2023/8/31 0:45,24,1.3,94,8.4,10.3
North Korea,Pyongyang,39.02,125.75,2023/8/31 8:45,20.1,0,87,36.2,45.8
Macedonia,Skopje,42,21.43,2023/8/31 1:45,19,0,68,2.5,4.1
Norway,Oslo,59.92,10.75,2023/8/31 1:45,13,0,94,12.3,13.9
Oman,Muscat,23.61,58.59,2023/8/31 3:45,29,0,94,32.4,106.5
Pakistan,Islamabad,33.7,73.17,2023/8/31 4:45,25.7,0,55,51.5,64.7
Palau,Adkip,7.36,134.51,2023/8/31 8:45,29,0,79,1.1,2.9
Bolivia,National,-11.18,-67.08,2023/8/30 19:45,31.1,0,40,20,20.1
Panama,Panama City,8.97,-79.53,2023/8/30 18:45,30,0.9,84,11.9,14.1
Papua New Guinea,Port Moresby,-9.46,147.19,2023/8/31 9:45,27,0,62,2.8,7.6
Paraguay,Carreria,-21.55,-58.12,2023/8/30 19:45,29.2,0,37,10.4,10.5
Peru,Lima,-12.05,-77.05,2023/8/30 18:45,18.7,0,79,14,31.1
Philippines,Manila,14.6,120.98,2023/8/31 7:45,25,1.6,100,3,6.8
Poland,Warsaw,52.25,21,2023/8/31 1:45,16,0,94,4.1,4.5
Portugal,Lisbon,38.72,-9.13,2023/8/31 0:45,19,0,78,3.3,11.2
Qatar,Doha,25.29,51.53,2023/8/31 2:45,34,0,67,40.5,94.5
Romania,Bucharest,44.43,26.1,2023/8/31 2:45,20,0.4,94,12.8,14.5
Russia,Moscow,55.75,37.62,2023/8/31 2:45,13,0,88,27.7,32.1
Rwanda,Kigali,-1.95,30.06,2023/8/31 1:45,20,0,56,38.2,57.7
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2023/8/30 19:45,29,0.1,79,4.4,7.3
Saint Lucia,Castries,14,-61,2023/8/30 19:45,28,0,84,4.4,7.2
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2023/8/30 19:45,28.9,0.1,78,2,4.9
Samoa,Apia,-13.83,-171.73,2023/8/31 12:45,29,0,75,3.7,15.2
San Marino,San Marino,43.93,12.45,2023/8/31 1:45,17,0,83,2.9,3.6
Belgium,'S-Gravenwezel,51.27,4.55,2023/8/31 1:45,11,1.9,94,7,11
Saudi Arabia,Riyadh,24.64,46.77,2023/8/31 2:45,31,0,22,42.2,137.5
Senegal,Dakar,14.67,-17.44,2023/8/30 23:45,27,1,89,1.1,1.7
Serbia,Belgrade,44.8,20.47,2023/8/31 1:45,16,0.4,100,5.7,6.8
Seychelles Islands,Victoria,-4.62,55.45,2023/8/31 3:45,26,0,79,10,30.1
Sierra Leone,Freetown,8.49,-13.23,2023/8/30 23:45,27,0,84,3.4,5.8
Singapore,Singapore,1.29,103.86,2023/8/31 7:45,28,0,79,10.9,18.4
Slovakia,Bratislava,48.15,17.12,2023/8/31 1:45,15,0,88,3.5,4.5
Slovenia,Ljubljana,46.06,14.51,2023/8/31 1:45,14,6,100,5.9,6.7
Solomon Islands,Honiara,-9.43,159.95,2023/8/31 10:45,28,0.7,84,1.5,1.6
Somalia,Mogadishu,2.07,45.37,2023/8/31 2:45,24.2,0,84,7.1,22.6
South Africa,Pretoria,-25.75,28.19,2023/8/31 1:45,13,0,51,40.8,62.3
South Korea,Seoul,37.57,127,2023/8/31 8:45,22,0.1,94,62.2,69.1
Sudan,Juba,12.15,24.45,2023/8/31 1:45,20.9,1,89,3.7,6.5
Spain,Madrid,40.4,-3.68,2023/8/31 1:45,21,0,40,0.9,1.3
Sri Lanka,Colombo,6.93,79.85,2023/8/31 5:15,26,0,94,2.4,4.3
Sudan,Khartoum,15.59,32.53,2023/8/31 1:45,28.7,0,50,18.4,65.7
Suriname,Paramaribo,5.83,-55.17,2023/8/30 20:45,29,0.1,79,1.2,4.3
Sweden,Stockholm,59.33,18.05,2023/8/31 1:45,11,0,100,5.7,6.6
Switzerland,Bern,46.92,7.47,2023/8/31 1:45,13,0,88,6.4,7.4
Syria,Damascus,33.5,36.3,2023/8/31 2:45,23,0,61,15.3,27.7
Tajikistan,Dushanbe,38.56,68.77,2023/8/31 4:45,24,0,44,5.1,8.6
Tanzania,Dodoma,-6.18,35.75,2023/8/31 2:45,18.9,0,61,2,3.5
Thailand,Bangkok,13.75,100.52,2023/8/31 6:45,27,0.1,94,21.9,43.8
Indonesia,Murong Timor,-7.56,112.27,2023/8/31 6:45,20.8,0,88,17.6,30.8
Bulgaria,Lom,43.81,23.24,2023/8/31 2:45,22.8,0,42,10.1,11.8
Tonga,Nuku`Aloia,-21.13,-175.2,2023/8/31 12:45,26,0,65,2.6,14
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2023/8/30 19:45,29,0,79,0.6,1.9
Tunisia,Tunis,36.8,10.18,2023/8/31 0:45,24,0.5,78,4.9,10
Turkey,Ankara,39.93,32.86,2023/8/31 2:45,21,0,40,25.2,29.6
Turkmenistan,Ashgabat,37.95,58.38,2023/8/31 4:45,19,0,56,11.2,55
Tuvalu,Funafuti,-8.52,179.22,2023/8/31 11:45,33,0.1,80,2.3,4.2
Uganda,Kampala,0.32,32.57,2023/8/31 2:45,20,0,94,30,44.9
Ukraine,Lviv,49.83,24,2023/8/31 2:45,15.8,9.7,95,7.5,7.9
United Arab Emirates,Abu Dhabi,24.47,54.37,2023/8/31 3:45,33,0,63,55.2,222.7
United Kingdom,London,51.52,-0.11,2023/8/31 0:45,13,0,77,3,4.5
United States of America,Washington Park,46.6,-120.49,2023/8/30 16:45,26.7,0,28,0.5,0.6
Uruguay,Montevideo,-34.86,-56.17,2023/8/30 20:45,15,0,72,10,14.9
Uzbekistan,Tashkent,41.32,69.25,2023/8/31 4:45,19,0.1,83,5,5.6
Vanuatu,Port Vila,-17.73,168.32,2023/8/31 10:45,28,1.3,79,1.2,2.2
Venezuela,Caracas,10.5,-66.92,2023/8/30 19:45,30,0.1,62,13.3,14
Vietnam,Hanoi,21.03,105.85,2023/8/31 6:45,25,0,89,81.5,106.4
Yemen,Sanaa,15.35,44.21,2023/8/31 2:45,17.8,0,53,36.9,121
Zambia,Lusaka,-15.42,28.28,2023/8/31 1:45,15.1,0,42,11.6,18.8
Zimbabwe,Harare,-17.82,31.04,2023/8/31 1:45,11.2,0,64,14.3,20.8
Afghanistan,Kabul,34.52,69.18,2023/9/1 4:15,19.2,0,49,20.9,52.4
Albania,Tirana,41.33,19.82,2023/9/1 1:30,17,0,88,4.4,8.9
Algeria,Algiers,36.76,3.05,2023/9/1 0:45,22,0,78,3.6,8.7
Andorra,Andorra La Vella,42.5,1.52,2023/9/1 1:45,8.1,0,88,2,2.9
Angola,Luanda,-8.84,13.23,2023/9/1 0:45,21,0,94,7.3,18.2
Antigua and Barbuda,Saint John's,17.12,-61.85,2023/8/31 19:45,29,0,75,3.5,7.8
Argentina,Buenos Aires,-34.59,-58.67,2023/8/31 20:30,12,0,62,1.9,3.3
Armenia,Yerevan,40.18,44.51,2023/9/1 3:45,24,0,36,3.2,3.7
Australia,Canberra,-35.28,149.22,2023/9/1 9:45,11,0,50,2.2,3.8
Austria,Vienna,48.2,16.37,2023/9/1 1:45,16,0.1,77,3.6,4.8
Azerbaijan,Baku,40.4,49.88,2023/9/1 3:45,23,0,73,6.9,19.8
Bahamas,Nassau,25.08,-77.35,2023/8/31 19:30,31,0,79,3.3,6.6
Bahrain,Manama,26.24,50.58,2023/9/1 2:45,34,0,60,27.7,61.3
Bangladesh,Dhaka,23.72,90.41,2023/9/1 5:45,28.2,0.1,82,88.1,97.7
Barbados,Bridgetown,13.1,-59.62,2023/8/31 19:45,28,0,79,2.7,12.3
Belarus,Minsk,53.9,27.57,2023/9/1 2:45,13,0,100,3,3.3
Belgium,Brussels,50.83,4.33,2023/9/1 1:45,14,0.9,94,2.9,3.3
Belize,Belmopan,17.25,-88.77,2023/8/31 17:45,30,0.3,79,2.3,2.4
Benin,Porto-Novo,6.48,2.62,2023/9/1 0:45,26,0.1,89,8.8,16.2
Bhutan,Thimphu,27.48,89.6,2023/9/1 5:45,12.3,0,96,14.8,15
Bolivia,Sucre,-19.04,-65.26,2023/8/31 19:45,10.8,5.6,82,3.1,3.7
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2023/9/1 1:30,16,0,100,7.9,9.1
Botswana,Gaborone,-24.65,25.91,2023/9/1 1:45,12,0,47,11.1,15.7
